show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s001063,TV Show,Title 591 999,Director_219,"Actor_1396, Actor_77",South Korea,2017-08-09,1995,PG,10 Seasons,Action,A compelling action story about title 591 999.
s001064,Movie,Title 538 490,Director_356,"Actor_1059, Actor_1810",Mexico,2016-09-06,1997,NR,97 min,Romance,A compelling romance story about title 538 490.
s001065,Movie,Title 110 726,Director_114,"Actor_102, Actor_192, Actor_1759",Canada,2017-11-19,1995,TV-14,102 min,Reality TV,A compelling reality tv story about title 110 726.
s001066,TV Show,Title 579 533,Director_152,"Actor_1737, Actor_1868, Actor_1906",United States,2016-12-02,1992,TV-PG,5 Seasons,Fantasy,A compelling fantasy story about title 579 533.
s001067,TV Show,Title 416 882,Director_476,"Actor_941, Actor_1975, Actor_249, Actor_1375, Actor_298",South Korea,2005-01-03,1995,NR,8 Seasons,Animation,A compelling animation story about title 416 882.
s001068,TV Show,Title 256 221,Director_537,"Actor_174, Actor_1684, Actor_952, Actor_1060, Actor_1349",Canada,2009-03-08,2009,TV-PG,19 Seasons,"Crime, Thrillers, Fantasy",A compelling crime story about title 256 221.
s001069,Movie,Title 524 228,,"Actor_62, Actor_202",Multiple,2010-12-01,2009,PG-13,105 min,Horror,A compelling horror story about title 524 228.
s001070,TV Show,Title 19 878,Director_45,"Actor_1412, Actor_205",Multiple,2012-06-03,1996,TV-14,17 Seasons,"Family, Dramas, Sci-Fi",A compelling family story about title 19 878.
s001071,TV Show,Title 136 490,Director_509,"Actor_1428, Actor_1882, Actor_313, Actor_8",Multiple,2009-11-08,2011,G,14 Seasons,Kids,A compelling kids story about title 136 490.
s001072,Movie,Title 432 558,Director_123,"Actor_711, Actor_1027, Actor_743, Actor_312, Actor_1647",Italy,2017-12-03,2014,TV-14,88 min,"Documentaries, Horror, Kids",A compelling documentaries story about title 432 558.
s001073,Movie,Title 599 740,Director_161,"Actor_1887, Actor_1421, Actor_1443, Actor_514, Actor_642",Sweden,2023-07-06,2012,PG-13,165 min,"Sci-Fi, Thrillers",A compelling sci-fi story about title 599 740.
s001074,Movie,Title 351 58,Director_682,"Actor_1065, Actor_1468",Mexico,2014-09-23,2011,TV-PG,85 min,"Fantasy, Sci-Fi, Animation",A compelling fantasy story about title 351 58.
s001075,TV Show,Title 106 12,Director_613,"Actor_104, Actor_1310",South Korea,2016-04-16,1997,TV-MA,6 Seasons,"Sci-Fi, Family",A compelling sci-fi story about title 106 12.
s001076,Movie,Title 433 346,Director_229,"Actor_479, Actor_721, Actor_619, Actor_1311, Actor_1664, Actor_1306",India,2007-07-02,2015,G,139 min,"Animation, Family",A compelling animation story about title 433 346.
s001077,Movie,Title 112 372,Director_776,"Actor_203, Actor_284, Actor_489, Actor_1526",Italy,2006-02-06,2024,PG-13,112 min,"Romance, Kids",A compelling romance story about title 112 372.
s001078,Movie,Title 251 614,Director_587,"Actor_301, Actor_308",Australia,2016-09-24,2012,R,142 min,Dramas,A compelling dramas story about title 251 614.
s001079,Movie,Title 451 825,Director_102,"Actor_964, Actor_107, Actor_419, Actor_223",Multiple,2016-09-08,1994,TV-MA,76 min,Thrillers,A compelling thrillers story about title 451 825.
s001080,Movie,Title 270 413,,"Actor_830, Actor_848, Actor_364",Italy,2012-06-11,2016,PG,177 min,Documentaries,A compelling documentaries story about title 270 413.
s001081,Movie,Title 417 492,Director_755,"Actor_1540, Actor_958",Japan,2021-04-10,2004,PG-13,112 min,Action,A compelling action story about title 417 492.
s001082,Movie,Title 80 371,Director_680,"Actor_1678, Actor_626",Netherlands,2013-08-22,2023,NR,126 min,Kids,A compelling kids story about title 80 371.
s001083,Movie,Title 109 646,Director_680,"Actor_913, Actor_1749, Actor_652, Actor_680",Australia,2022-07-09,1996,NR,140 min,"Romance, Documentaries",A compelling romance story about title 109 646.
s001084,TV Show,Title 219 410,,"Actor_587, Actor_1731, Actor_188, Actor_238, Actor_1492",Brazil,2020-10-11,1996,NR,17 Seasons,"Action, Thrillers",A compelling action story about title 219 410.
s001085,TV Show,Title 88 1,Director_586,"Actor_275, Actor_193, Actor_1504, Actor_1795, Actor_1554, Actor_1114",Netherlands,2018-06-03,2004,TV-MA,6 Seasons,"Fantasy, Animation",A compelling fantasy story about title 88 1.
s001086,TV Show,Title 268 854,Director_57,"Actor_1193, Actor_1175, Actor_1765",Multiple,2020-04-24,2008,R,18 Seasons,Comedies,A compelling comedies story about title 268 854.
s001087,Movie,Title 590 447,Director_476,"Actor_269, Actor_1783",Multiple,2009-02-07,2002,PG,158 min,"Action, Crime, Horror",A compelling action story about title 590 447.
s001088,Movie,Title 254 827,Director_715,"Actor_1576, Actor_1445",Germany,2010-05-03,1995,TV-MA,162 min,Kids,A compelling kids story about title 254 827.
s001089,Movie,Title 102 288,,"Actor_767, Actor_1020",United Kingdom,2015-08-25,1996,PG-13,156 min,"Thrillers, Animation, Reality TV",A compelling thrillers story about title 102 288.
s001090,Movie,Title 45 249,Director_770,"Actor_1409, Actor_105, Actor_1355, Actor_98",United Kingdom,2008-08-03,2018,PG-13,76 min,"Action, Romance, Crime",A compelling action story about title 45 249.
s001091,Movie,Title 86 59,Director_137,"Actor_678, Actor_1554, Actor_938, Actor_1970, Actor_769",Canada,2023-11-09,1993,R,180 min,Romance,A compelling romance story about title 86 59.
s001092,Movie,Title 177 552,,"Actor_642, Actor_390, Actor_1808, Actor_141",Spain,2014-06-15,2012,R,96 min,Horror,A compelling horror story about title 177 552.
s001093,Movie,Title 595 668,Director_335,"Actor_151, Actor_70",South Korea,2012-05-04,2014,G,78 min,Documentaries,A compelling documentaries story about title 595 668.
s001094,Movie,Title 570 778,Director_284,"Actor_1625, Actor_604, Actor_1188, Actor_1656",India,2014-07-19,2003,TV-PG,103 min,Kids,A compelling kids story about title 570 778.
s001095,Movie,Title 199 759,Director_515,"Actor_734, Actor_326, Actor_1070, Actor_1058, Actor_808, Actor_1719",United States,2008-11-19,2002,G,150 min,Thrillers,A compelling thrillers story about title 199 759.
s001096,TV Show,Title 269 461,Director_790,"Actor_1714, Actor_905, Actor_1967, Actor_1529",France,2020-06-22,2006,NR,13 Seasons,Animation,A compelling animation story about title 269 461.
s001097,TV Show,Title 100 100,Director_763,"Actor_452, Actor_1353, Actor_399, Actor_931",Netherlands,2022-11-01,2010,TV-MA,6 Seasons,Reality TV,A compelling reality tv story about title 100 100.
s001098,TV Show,Title 104 744,Director_466,"Actor_707, Actor_272, Actor_862",Netherlands,2015-11-21,2022,PG,17 Seasons,Reality TV,A compelling reality tv story about title 104 744.
s001099,Movie,Title 592 160,Director_544,"Actor_1744, Actor_1479, Actor_81, Actor_1329",Brazil,2016-02-05,1992,R,112 min,"Comedies, Reality TV",A compelling comedies story about title 592 160.
s001100,TV Show,Title 545 494,Director_656,"Actor_1089, Actor_888, Actor_549, Actor_1716",United Kingdom,2017-11-25,2013,PG,19 Seasons,Family,A compelling family story about title 545 494.
s001101,Movie,Title 319 837,Director_319,"Actor_1940, Actor_1764",United Kingdom,2021-12-04,1994,TV-MA,133 min,Crime,A compelling crime story about title 319 837.
s001102,TV Show,Title 317 988,Director_682,"Actor_1458, Actor_837, Actor_264, Actor_620, Actor_1677",Japan,2023-07-27,2012,TV-PG,12 Seasons,Horror,A compelling horror story about title 317 988.
s001103,Movie,Title 134 791,Director_438,"Actor_845, Actor_730, Actor_169",United Kingdom,2016-02-22,1996,G,165 min,Family,A compelling family story about title 134 791.
s001104,Movie,Title 293 72,Director_473,"Actor_1760, Actor_592, Actor_1037, Actor_1073, Actor_265",France,2006-08-07,2010,TV-14,91 min,Sci-Fi,A compelling sci-fi story about title 293 72.
s001105,Movie,Title 483 975,Director_759,"Actor_656, Actor_1232",Australia,2008-01-03,2006,R,72 min,"Horror, Action, Thrillers",A compelling horror story about title 483 975.
s001106,Movie,Title 27 587,Director_109,"Actor_1958, Actor_1700",Multiple,2011-04-11,2020,G,116 min,"Fantasy, Romance",A compelling fantasy story about title 27 587.
s001107,TV Show,Title 517 370,Director_218,"Actor_850, Actor_406, Actor_1284, Actor_378",Sweden,2013-02-08,2023,PG,15 Seasons,Romance,A compelling romance story about title 517 370.
s001108,TV Show,Title 238 157,Director_527,"Actor_1904, Actor_654, Actor_1460, Actor_796, Actor_1491, Actor_1420",Mexico,2018-05-18,1994,PG-13,10 Seasons,Kids,A compelling kids story about title 238 157.
s001109,Movie,Title 556 43,Director_118,"Actor_810, Actor_270, Actor_1800",United States,2011-06-23,2023,TV-PG,132 min,Action,A compelling action story about title 556 43.
s001110,Movie,Title 172 721,Director_226,"Actor_1911, Actor_792, Actor_777, Actor_627, Actor_1549",South Korea,2006-01-05,2004,TV-14,101 min,Crime,A compelling crime story about title 172 721.
s001111,TV Show,Title 579 354,Director_489,"Actor_1097, Actor_1582, Actor_1944, Actor_1995",Japan,2008-02-16,2012,G,13 Seasons,Crime,A compelling crime story about title 579 354.
s001112,Movie,Title 465 317,Director_188,"Actor_225, Actor_1516",Multiple,2024-12-16,2004,PG-13,145 min,"Dramas, Crime, Horror",A compelling dramas story about title 465 317.
s001113,Movie,Title 108 729,Director_543,"Actor_700, Actor_181, Actor_466, Actor_961, Actor_836, Actor_1057",Sweden,2022-05-27,2001,TV-14,85 min,Romance,A compelling romance story about title 108 729.
s001114,Movie,Title 66 584,Director_684,"Actor_1278, Actor_567, Actor_1891, Actor_1423",France,2015-08-27,1995,G,123 min,"Animation, Kids",A compelling animation story about title 66 584.
s001115,Movie,Title 67 817,,"Actor_679, Actor_846, Actor_1256",Canada,2021-12-25,1990,TV-PG,167 min,"Sci-Fi, Documentaries, Dramas",A compelling sci-fi story about title 67 817.
s001116,TV Show,Title 236 183,Director_97,"Actor_1239, Actor_1560, Actor_965, Actor_1100, Actor_1227",Sweden,2008-10-10,2014,TV-MA,16 Seasons,"Documentaries, Thrillers",A compelling documentaries story about title 236 183.
s001117,TV Show,Title 454 229,Director_768,"Actor_605, Actor_822, Actor_1950, Actor_500, Actor_1639, Actor_1754",Multiple,2021-10-06,2020,PG-13,14 Seasons,"Animation, Sci-Fi",A compelling animation story about title 454 229.
s001118,Movie,Title 341 732,Director_216,"Actor_1515, Actor_496, Actor_390",Canada,2020-05-06,2007,PG-13,157 min,"Reality TV, Sci-Fi, Action",A compelling reality tv story about title 341 732.
s001119,TV Show,Title 226 195,Director_333,"Actor_1146, Actor_1957, Actor_1503, Actor_1268, Actor_1715",Multiple,2006-12-26,2022,TV-PG,15 Seasons,"Sci-Fi, Kids, Documentaries",A compelling sci-fi story about title 226 195.
s001120,TV Show,Title 139 449,Director_277,"Actor_1983, Actor_523, Actor_996",France,2008-09-21,2018,TV-PG,7 Seasons,"Animation, Crime, Horror",A compelling animation story about title 139 449.
s001121,TV Show,Title 494 12,Director_62,"Actor_800, Actor_38, Actor_266, Actor_657",South Korea,2018-11-30,2007,PG,7 Seasons,"Romance, Reality TV, Crime",A compelling romance story about title 494 12.
s001122,Movie,Title 288 804,,"Actor_1973, Actor_1340, Actor_539, Actor_1228",South Korea,2021-11-15,2007,G,94 min,Dramas,A compelling dramas story about title 288 804.
s001123,TV Show,Title 210 190,Director_43,"Actor_430, Actor_368, Actor_1560, Actor_233, Actor_1400, Actor_1233",Australia,2011-10-02,1999,TV-MA,11 Seasons,"Documentaries, Dramas, Romance",A compelling documentaries story about title 210 190.
s001124,TV Show,Title 545 894,Director_669,"Actor_439, Actor_251, Actor_1127, Actor_976, Actor_686, Actor_391",Japan,2014-02-21,1995,TV-MA,9 Seasons,"Comedies, Documentaries",A compelling comedies story about title 545 894.
s001125,TV Show,Title 457 643,Director_678,"Actor_1720, Actor_207",Multiple,2005-05-13,2001,G,9 Seasons,Romance,A compelling romance story about title 457 643.
s001126,TV Show,Title 227 994,Director_46,"Actor_1740, Actor_1868, Actor_681",Mexico,2019-04-19,2024,PG,10 Seasons,"Action, Dramas, Crime",A compelling action story about title 227 994.
s001127,Movie,Title 221 580,Director_215,"Actor_1116, Actor_817, Actor_873",India,2015-01-11,2000,G,135 min,"Romance, Crime, Dramas",A compelling romance story about title 221 580.
s001128,Movie,Title 477 72,Director_439,"Actor_756, Actor_1739, Actor_1957, Actor_251",Spain,2008-07-06,1995,NR,71 min,"Documentaries, Reality TV",A compelling documentaries story about title 477 72.
s001129,TV Show,Title 203 936,Director_436,"Actor_1452, Actor_356",South Korea,2017-07-21,1995,R,12 Seasons,"Comedies, Fantasy",A compelling comedies story about title 203 936.
s001130,Movie,Title 576 487,Director_303,"Actor_1534, Actor_128",United Kingdom,2014-07-16,1996,TV-MA,78 min,"Kids, Animation, Crime",A compelling kids story about title 576 487.
s001131,Movie,Title 131 624,Director_415,"Actor_157, Actor_1095, Actor_178, Actor_1495, Actor_1189, Actor_228",Australia,2024-07-08,1995,R,159 min,Animation,A compelling animation story about title 131 624.
s001132,TV Show,Title 302 20,Director_160,"Actor_588, Actor_576, Actor_414, Actor_494",United Kingdom,2013-12-21,2022,TV-14,19 Seasons,"Animation, Documentaries, Dramas",A compelling animation story about title 302 20.
s001133,TV Show,Title 341 141,Director_418,"Actor_1739, Actor_382",South Korea,2010-07-16,1992,TV-MA,2 Seasons,"Reality TV, Sci-Fi",A compelling reality tv story about title 341 141.
s001134,Movie,Title 471 646,Director_766,"Actor_175, Actor_1333, Actor_1682, Actor_1123, Actor_1783, Actor_1605",South Korea,2017-02-11,2002,G,71 min,"Documentaries, Dramas, Thrillers",A compelling documentaries story about title 471 646.
s001135,Movie,Title 94 720,Director_503,"Actor_1622, Actor_1523, Actor_1022, Actor_1502, Actor_660",United Kingdom,2015-06-12,2012,R,170 min,Crime,A compelling crime story about title 94 720.
s001136,TV Show,Title 25 850,Director_716,"Actor_1490, Actor_645, Actor_1173",India,2014-12-09,2000,R,4 Seasons,Kids,A compelling kids story about title 25 850.
s001137,TV Show,Title 434 895,Director_321,"Actor_775, Actor_1181",Multiple,2024-08-18,2005,R,9 Seasons,"Reality TV, Sci-Fi",A compelling reality tv story about title 434 895.
s001138,TV Show,Title 510 358,Director_767,"Actor_1792, Actor_994, Actor_641, Actor_556, Actor_90, Actor_156",Brazil,2018-01-28,2015,TV-PG,18 Seasons,"Horror, Family, Animation",A compelling horror story about title 510 358.
s001139,Movie,Title 4 367,Director_316,"Actor_1782, Actor_790",Sweden,2018-05-01,2002,G,148 min,"Reality TV, Animation",A compelling reality tv story about title 4 367.
s001140,TV Show,Title 112 339,Director_228,"Actor_160, Actor_270, Actor_1916, Actor_275, Actor_1552",Italy,2023-12-24,1998,R,1 Seasons,"Thrillers, Horror, Sci-Fi",A compelling thrillers story about title 112 339.
s001141,Movie,Title 414 98,,"Actor_591, Actor_1721, Actor_866, Actor_737, Actor_63, Actor_1670",Brazil,2016-08-23,1999,TV-PG,151 min,"Animation, Horror",A compelling animation story about title 414 98.
s001142,Movie,Title 557 736,Director_471,"Actor_1952, Actor_1969, Actor_473, Actor_168",Japan,2020-03-11,2024,NR,166 min,"Family, Animation",A compelling family story about title 557 736.
s001143,Movie,Title 151 879,,"Actor_523, Actor_158, Actor_1564",Multiple,2023-02-10,2012,R,79 min,"Horror, Comedies",A compelling horror story about title 151 879.
s001144,Movie,Title 507 30,Director_71,"Actor_1528, Actor_1230",Multiple,2019-02-04,1997,PG-13,95 min,Comedies,A compelling comedies story about title 507 30.
s001145,Movie,Title 65 249,Director_793,"Actor_2, Actor_42",Brazil,2016-02-22,2012,R,156 min,Horror,A compelling horror story about title 65 249.
s001146,TV Show,Title 505 953,Director_456,"Actor_517, Actor_934",Spain,2009-07-29,2016,G,20 Seasons,Kids,A compelling kids story about title 505 953.
s001147,TV Show,Title 179 319,Director_235,"Actor_212, Actor_154",Germany,2013-03-07,2008,R,1 Seasons,"Documentaries, Kids",A compelling documentaries story about title 179 319.
s001148,TV Show,Title 116 865,Director_314,"Actor_393, Actor_307",Netherlands,2014-09-23,1993,R,7 Seasons,Kids,A compelling kids story about title 116 865.
s001149,TV Show,Title 388 182,Director_764,"Actor_664, Actor_613",Multiple,2005-05-11,2012,TV-PG,16 Seasons,"Romance, Family, Animation",A compelling romance story about title 388 182.
s001150,TV Show,Title 362 658,Director_644,"Actor_1962, Actor_456, Actor_581",Multiple,2014-11-24,2005,TV-PG,20 Seasons,Family,A compelling family story about title 362 658.
s001151,Movie,Title 117 556,Director_249,"Actor_1415, Actor_1510",Canada,2008-04-27,2017,NR,116 min,"Kids, Comedies",A compelling kids story about title 117 556.
s001152,Movie,Title 85 52,,"Actor_1396, Actor_396, Actor_497, Actor_1488, Actor_1666, Actor_254",United States,2023-02-25,2021,PG,122 min,"Sci-Fi, Dramas",A compelling sci-fi story about title 85 52.
s001153,Movie,Title 576 637,Director_276,"Actor_1758, Actor_505, Actor_496, Actor_1601",South Korea,2023-05-08,2016,TV-PG,116 min,"Thrillers, Romance, Kids",A compelling thrillers story about title 576 637.
s001154,Movie,Title 378 64,Director_312,"Actor_1224, Actor_712, Actor_359, Actor_1653, Actor_1326",Netherlands,2007-12-24,2001,R,121 min,"Crime, Reality TV",A compelling crime story about title 378 64.
s001155,Movie,Title 44 892,Director_778,"Actor_734, Actor_891, Actor_852, Actor_423, Actor_1590, Actor_1106",Italy,2023-11-03,1991,TV-MA,127 min,"Horror, Fantasy, Comedies",A compelling horror story about title 44 892.
s001156,Movie,Title 354 570,Director_5,"Actor_471, Actor_1294",Sweden,2023-06-07,2011,TV-14,117 min,Action,A compelling action story about title 354 570.
s001157,Movie,Title 378 891,Director_244,"Actor_952, Actor_1363, Actor_525, Actor_1013, Actor_1427, Actor_1999",Sweden,2018-01-24,2005,PG,139 min,"Dramas, Family",A compelling dramas story about title 378 891.
s001158,Movie,Title 19 236,Director_720,"Actor_1896, Actor_1675, Actor_570, Actor_578, Actor_611, Actor_176",France,2017-06-11,2010,TV-MA,104 min,"Sci-Fi, Horror, Reality TV",A compelling sci-fi story about title 19 236.
s001159,TV Show,Title 119 988,,"Actor_1984, Actor_1316, Actor_1064, Actor_1328, Actor_834, Actor_351",India,2023-12-17,1991,PG,1 Seasons,"Dramas, Horror, Documentaries",A compelling dramas story about title 119 988.
s001160,TV Show,Title 437 429,Director_356,"Actor_43, Actor_597, Actor_738, Actor_1207, Actor_1479, Actor_868",Multiple,2023-01-20,2015,TV-PG,3 Seasons,Sci-Fi,A compelling sci-fi story about title 437 429.
s001161,TV Show,Title 46 733,Director_105,"Actor_599, Actor_1769, Actor_147, Actor_243, Actor_1070, Actor_1408",Netherlands,2020-12-13,2024,PG-13,8 Seasons,"Documentaries, Kids",A compelling documentaries story about title 46 733.
s001162,Movie,Title 368 44,Director_638,"Actor_1071, Actor_1655, Actor_1980, Actor_492",Multiple,2010-04-29,2023,NR,148 min,Family,A compelling family story about title 368 44.
s001163,TV Show,Title 514 666,Director_105,"Actor_461, Actor_1208, Actor_1671, Actor_1573",United Kingdom,2012-07-30,1991,PG,19 Seasons,"Crime, Animation, Dramas",A compelling crime story about title 514 666.
s001164,Movie,Title 79 852,Director_29,"Actor_1769, Actor_559, Actor_1462, Actor_795, Actor_1718",Netherlands,2018-11-01,2000,PG-13,93 min,"Dramas, Crime",A compelling dramas story about title 79 852.
s001165,TV Show,Title 555 171,Director_573,"Actor_662, Actor_954",Multiple,2023-08-08,2021,TV-MA,17 Seasons,"Kids, Family, Dramas",A compelling kids story about title 555 171.
s001166,TV Show,Title 85 49,Director_260,"Actor_453, Actor_1610, Actor_1238",Japan,2023-10-02,1995,PG-13,18 Seasons,"Horror, Animation, Thrillers",A compelling horror story about title 85 49.
s001167,Movie,Title 357 337,Director_244,"Actor_1296, Actor_1533",Mexico,2010-09-21,2007,PG,157 min,Action,A compelling action story about title 357 337.
s001168,Movie,Title 488 35,Director_565,"Actor_290, Actor_493, Actor_709",United States,2013-10-24,2016,G,99 min,Horror,A compelling horror story about title 488 35.
s001169,TV Show,Title 550 210,Director_412,"Actor_423, Actor_647, Actor_930, Actor_781",Mexico,2013-11-22,2018,NR,17 Seasons,Comedies,A compelling comedies story about title 550 210.
s001170,Movie,Title 6 373,Director_319,"Actor_1055, Actor_1410",Italy,2017-07-01,2000,PG,71 min,"Thrillers, Horror, Documentaries",A compelling thrillers story about title 6 373.
s001171,Movie,Title 228 584,Director_496,"Actor_617, Actor_1217",Italy,2019-08-17,1994,R,174 min,"Comedies, Kids",A compelling comedies story about title 228 584.
s001172,TV Show,Title 335 29,Director_454,"Actor_1675, Actor_542, Actor_692, Actor_280, Actor_1107, Actor_1401",Japan,2024-12-14,1990,G,11 Seasons,Romance,A compelling romance story about title 335 29.
s001173,TV Show,Title 289 866,Director_677,"Actor_324, Actor_1384",Brazil,2023-03-13,1999,TV-MA,5 Seasons,"Thrillers, Horror, Reality TV",A compelling thrillers story about title 289 866.
s001174,TV Show,Title 408 288,,"Actor_1479, Actor_619, Actor_1845, Actor_850",France,2009-05-14,2012,NR,18 Seasons,"Reality TV, Dramas, Sci-Fi",A compelling reality tv story about title 408 288.
s001175,TV Show,Title 394 47,Director_33,"Actor_700, Actor_1070",Australia,2010-06-05,1990,PG-13,15 Seasons,"Action, Comedies, Horror",A compelling action story about title 394 47.
s001176,TV Show,Title 454 562,Director_608,"Actor_1323, Actor_1511, Actor_660",Multiple,2016-06-14,2007,PG,13 Seasons,Action,A compelling action story about title 454 562.
s001177,TV Show,Title 287 484,Director_299,"Actor_1250, Actor_93, Actor_1359, Actor_90, Actor_1618, Actor_150",Sweden,2009-07-13,2015,R,18 Seasons,"Action, Comedies",A compelling action story about title 287 484.
s001178,Movie,Title 100 659,Director_76,"Actor_1508, Actor_1465, Actor_558, Actor_468, Actor_1636, Actor_1296",Netherlands,2009-06-28,2023,PG,166 min,Romance,A compelling romance story about title 100 659.
s001179,TV Show,Title 174 517,Director_218,"Actor_755, Actor_1489, Actor_565",Sweden,2015-08-13,2016,G,1 Seasons,"Documentaries, Kids, Animation",A compelling documentaries story about title 174 517.
s001180,Movie,Title 82 229,Director_394,"Actor_247, Actor_304, Actor_1858, Actor_594",Canada,2023-10-02,2013,G,126 min,"Fantasy, Thrillers",A compelling fantasy story about title 82 229.
s001181,Movie,Title 19 800,Director_338,"Actor_14, Actor_243",Spain,2008-05-10,2017,TV-14,172 min,Reality TV,A compelling reality tv story about title 19 800.
s001182,TV Show,Title 155 766,,"Actor_485, Actor_1473, Actor_1639, Actor_974",United States,2011-11-09,2006,NR,11 Seasons,"Family, Crime, Thrillers",A compelling family story about title 155 766.
s001183,TV Show,Title 407 459,Director_680,"Actor_1922, Actor_971, Actor_845, Actor_1751",Italy,2011-04-07,1999,NR,17 Seasons,"Thrillers, Dramas",A compelling thrillers story about title 407 459.
s001184,TV Show,Title 79 522,Director_673,"Actor_409, Actor_757, Actor_1502, Actor_459, Actor_302",United States,2015-06-13,2018,R,19 Seasons,Animation,A compelling animation story about title 79 522.
s001185,Movie,Title 445 908,Director_566,"Actor_1503, Actor_375, Actor_1421, Actor_781, Actor_14",Germany,2014-06-04,2020,TV-MA,143 min,Sci-Fi,A compelling sci-fi story about title 445 908.
s001186,Movie,Title 258 114,Director_736,"Actor_1637, Actor_782, Actor_887, Actor_566, Actor_291",Canada,2013-11-28,1998,TV-MA,174 min,Horror,A compelling horror story about title 258 114.
s001187,TV Show,Title 486 42,Director_577,"Actor_1207, Actor_1508, Actor_299, Actor_583",France,2013-02-20,2011,TV-MA,17 Seasons,"Reality TV, Comedies",A compelling reality tv story about title 486 42.
s001188,TV Show,Title 566 637,Director_78,"Actor_1462, Actor_1760, Actor_1346, Actor_1416, Actor_720",Netherlands,2005-04-26,2002,NR,5 Seasons,Action,A compelling action story about title 566 637.
s001189,TV Show,Title 119 84,Director_126,"Actor_1809, Actor_1182, Actor_549, Actor_222",Germany,2005-01-01,1991,R,19 Seasons,Documentaries,A compelling documentaries story about title 119 84.
s001190,Movie,Title 321 920,Director_88,"Actor_1218, Actor_254",Australia,2022-08-11,2017,TV-MA,98 min,"Horror, Sci-Fi, Animation",A compelling horror story about title 321 920.
s001191,TV Show,Title 241 956,Director_637,"Actor_521, Actor_1473, Actor_1421, Actor_1657, Actor_1550, Actor_1891",Multiple,2013-09-04,2003,PG,15 Seasons,"Dramas, Thrillers, Comedies",A compelling dramas story about title 241 956.
s001192,Movie,Title 280 705,Director_647,"Actor_1909, Actor_1055, Actor_184, Actor_770, Actor_1266, Actor_969",Canada,2020-08-20,2023,PG,144 min,Animation,A compelling animation story about title 280 705.
s001193,Movie,Title 20 932,Director_627,"Actor_1376, Actor_576, Actor_131, Actor_1389, Actor_687, Actor_973",United States,2006-12-21,2007,TV-PG,77 min,Action,A compelling action story about title 20 932.
s001194,Movie,Title 3 140,Director_660,"Actor_505, Actor_1044, Actor_747",South Korea,2011-10-03,2001,PG-13,112 min,"Family, Reality TV, Kids",A compelling family story about title 3 140.
s001195,TV Show,Title 444 803,,"Actor_1670, Actor_14, Actor_878, Actor_1084, Actor_763",Italy,2022-04-09,2021,G,5 Seasons,Comedies,A compelling comedies story about title 444 803.
s001196,Movie,Title 219 337,,"Actor_640, Actor_644, Actor_1040, Actor_1983, Actor_464",Canada,2005-04-16,1999,G,141 min,"Kids, Action, Family",A compelling kids story about title 219 337.
s001197,Movie,Title 291 645,Director_356,"Actor_757, Actor_768, Actor_138, Actor_303, Actor_1706",Canada,2011-10-28,1990,TV-14,176 min,"Horror, Sci-Fi",A compelling horror story about title 291 645.
s001198,Movie,Title 241 950,Director_472,"Actor_1212, Actor_1127, Actor_1437, Actor_527",Multiple,2017-04-20,2024,TV-PG,106 min,"Comedies, Animation, Romance",A compelling comedies story about title 241 950.
s001199,Movie,Title 74 463,Director_307,"Actor_864, Actor_938, Actor_289, Actor_1887, Actor_276, Actor_770",Italy,2017-06-09,2011,TV-MA,152 min,Reality TV,A compelling reality tv story about title 74 463.
s001200,Movie,Title 459 103,Director_41,"Actor_1185, Actor_1550",Brazil,2009-03-24,2014,NR,164 min,"Sci-Fi, Comedies, Thrillers",A compelling sci-fi story about title 459 103.
s001201,Movie,Title 428 839,Director_459,"Actor_1183, Actor_789, Actor_4, Actor_1965, Actor_772, Actor_1825",Multiple,2006-08-10,2011,TV-PG,103 min,"Fantasy, Dramas, Family",A compelling fantasy story about title 428 839.
s001202,Movie,Title 315 645,Director_212,"Actor_167, Actor_1787, Actor_1246",India,2023-11-11,2002,NR,76 min,"Family, Animation",A compelling family story about title 315 645.
s001203,TV Show,Title 344 561,Director_638,"Actor_1286, Actor_187, Actor_238",Australia,2010-12-15,1993,TV-14,11 Seasons,"Romance, Reality TV",A compelling romance story about title 344 561.
s001204,TV Show,Title 32 200,Director_377,"Actor_1361, Actor_361",Netherlands,2020-06-02,2001,PG,10 Seasons,"Fantasy, Dramas, Sci-Fi",A compelling fantasy story about title 32 200.
s001205,TV Show,Title 38 74,Director_458,"Actor_310, Actor_1412, Actor_1243, Actor_476",Australia,2010-11-18,2004,PG-13,7 Seasons,"Crime, Comedies",A compelling crime story about title 38 74.
s001206,Movie,Title 268 290,Director_324,"Actor_820, Actor_1846, Actor_506",Netherlands,2020-05-14,1996,PG-13,150 min,"Fantasy, Action",A compelling fantasy story about title 268 290.
s001207,Movie,Title 467 446,Director_405,"Actor_1231, Actor_1034, Actor_1128",Canada,2018-11-22,1991,G,152 min,"Documentaries, Kids",A compelling documentaries story about title 467 446.
s001208,Movie,Title 228 234,Director_565,"Actor_1124, Actor_826, Actor_88, Actor_136, Actor_1698, Actor_1241",Sweden,2009-05-24,1992,R,156 min,"Romance, Reality TV, Sci-Fi",A compelling romance story about title 228 234.
s001209,Movie,Title 531 866,Director_97,"Actor_409, Actor_1343, Actor_1311, Actor_341, Actor_1933, Actor_1193",Germany,2009-08-22,2000,TV-PG,105 min,Sci-Fi,A compelling sci-fi story about title 531 866.
